Replicate.Name,Compound.Name,Retention.Time,Area,Height,Background,Molecule.List,Precursor.Ion.Name,Sal
240108_Smp_40ppt_B,Hydroxyproline,11.28,19576190,1396915,0,S,Smp,40
240108_Smp_40ppt_Blk,Hydroxyproline,11.27,137923,24739,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Hypotaurine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Hypotaurine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Hypotaurine,11.56,2198037,146521,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Hypotaurine,11.27,2084065,150203,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Hypotaurine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Hypotaurine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Hypotaurine,11.41,1753856,277625,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Hypotaurine,11.36,2652660,340618,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,Hypotaurine,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_2,Hypotaurine,NA,NA,NA,NA,S,Std,NA
240108_Poo_Syn_Full1,Hypotaurine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full2,Hypotaurine,11.69,19799,13001,0,S,Poo,NA
240108_Poo_Syn_Full3,Hypotaurine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half1,Hypotaurine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,Hypotaurine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half3,Hypotaurine,NA,NA,NA,NA,S,Poo,NA
240108_Smp_25ppt_A,Hypotaurine,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_B,Hypotaurine,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_Blk,Hypotaurine,NA,NA,NA,NA,S,Smp,25
240108_Smp_30ppt_A,Hypotaurine,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_B,Hypotaurine,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_Blk,Hypotaurine,NA,NA,NA,NA,S,Smp,30
240108_Smp_35ppt_A,Hypotaurine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_B,Hypotaurine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_Blk,Hypotaurine,NA,NA,NA,NA,S,Smp,35
240108_Smp_40ppt_A,Hypotaurine,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_B,Hypotaurine,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_Blk,Hypotaurine,NA,NA,NA,NA,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Hypoxanthine,5.51,787960,76799,0,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Hypoxanthine,4.61,100195320,4830932,990036,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Hypoxanthine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Hypoxanthine,5.89,122655,64652,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Hypoxanthine,4.66,98293528,4570208,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Hypoxanthine,5.41,868291,169871,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Hypoxanthine,5.86,2826693,565933,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Hypoxanthine,5.87,2013433,949330,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,Hypoxanthine,5.86,2099657,1154827,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,Hypoxanthine,6.13,4471082,1197203,0,S,Std,NA
240108_Poo_Syn_Full1,Hypoxanthine,6.02,11141984,1495172,0,S,Poo,NA
240108_Poo_Syn_Full2,Hypoxanthine,6.21,5547899,1103428,0,S,Poo,NA
240108_Poo_Syn_Full3,Hypoxanthine,5.97,3078626,838656,0,S,Poo,NA
240108_Poo_Syn_Half1,Hypoxanthine,5.9,4464955,996009,0,S,Poo,NA
240108_Poo_Syn_Half2,Hypoxanthine,5.89,1997567,1025141,0,S,Poo,NA
240108_Poo_Syn_Half3,Hypoxanthine,6.14,6261738,1196408,0,S,Poo,NA
240108_Smp_25ppt_A,Hypoxanthine,6.06,5159378,812962,0,S,Smp,25
240108_Smp_25ppt_B,Hypoxanthine,6.05,4860624,1014108,0,S,Smp,25
240108_Smp_25ppt_Blk,Hypoxanthine,5.88,0,0,0,S,Smp,25
240108_Smp_30ppt_A,Hypoxanthine,5.93,2144811,1085498,0,S,Smp,30
240108_Smp_30ppt_B,Hypoxanthine,6.07,2545195,1075090,0,S,Smp,30
240108_Smp_30ppt_Blk,Hypoxanthine,5.61,19862,11799,0,S,Smp,30
240108_Smp_35ppt_A,Hypoxanthine,5.75,4006946,1041911,0,S,Smp,35
240108_Smp_35ppt_B,Hypoxanthine,5.84,5077580,1014324,0,S,Smp,35
240108_Smp_35ppt_Blk,Hypoxanthine,5.67,0,0,0,S,Smp,35
240108_Smp_40ppt_A,Hypoxanthine,6.09,7347365,1932493,0,S,Smp,40
240108_Smp_40ppt_B,Hypoxanthine,5.73,2117419,684070,0,S,Smp,40
240108_Smp_40ppt_Blk,Hypoxanthine,5.76,0,0,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,L-2-Aminoadipic acid,10.55,1225203968,93855408,15306614,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,L-2-Aminoadipic acid,10.26,2057224448,188294560,13455095,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,L-2-Aminoadipic acid,10.54,1146881792,93365648,9719441,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,L-2-Aminoadipic acid,10.28,2285247744,205344080,32131696,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,L-2-Aminoadipic acid,10.49,780380288,64144676,14606691,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,L-2-Aminoadipic acid,10.41,766064640,75941832,12728896,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,L-2-Aminoadipic acid,10.49,583391616,59937244,9324396,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,L-2-Aminoadipic acid,10.42,758554688,75735864,15122022,S,Std,NA
240108_Std_H2OinSynMatrix_1,L-2-Aminoadipic acid,10.49,1732680,181846,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,L-2-Aminoadipic acid,10.91,420376,51985,0,S,Std,NA
240108_Poo_Syn_Full1,L-2-Aminoadipic acid,10.63,1472069,244271,0,S,Poo,NA
240108_Poo_Syn_Full2,L-2-Aminoadipic acid,10.6,1344071,167490,0,S,Poo,NA
240108_Poo_Syn_Full3,L-2-Aminoadipic acid,10.58,1911133,180242,0,S,Poo,NA
240108_Poo_Syn_Half1,L-2-Aminoadipic acid,10.49,2514478,263112,0,S,Poo,NA
240108_Poo_Syn_Half2,L-2-Aminoadipic acid,10.92,66883,33526,0,S,Poo,NA
240108_Poo_Syn_Half3,L-2-Aminoadipic acid,10.39,2589734,260502,0,S,Poo,NA
240108_Smp_25ppt_A,L-2-Aminoadipic acid,10.65,1286079,189380,0,S,Smp,25
240108_Smp_25ppt_B,L-2-Aminoadipic acid,10.64,1905678,284299,0,S,Smp,25
240108_Smp_25ppt_Blk,L-2-Aminoadipic acid,10.75,179395,33313,0,S,Smp,25
240108_Smp_30ppt_A,L-2-Aminoadipic acid,10.58,1840550,309823,0,S,Smp,30
240108_Smp_30ppt_B,L-2-Aminoadipic acid,10.62,2212533,260247,0,S,Smp,30
240108_Smp_30ppt_Blk,L-2-Aminoadipic acid,10.4,0,0,0,S,Smp,30
240108_Smp_35ppt_A,L-2-Aminoadipic acid,10.6,4338201,346723,0,S,Smp,35
240108_Smp_35ppt_B,L-2-Aminoadipic acid,10.57,2973288,329890,0,S,Smp,35
240108_Smp_35ppt_Blk,L-2-Aminoadipic acid,10.9,35747,27142,0,S,Smp,35
240108_Smp_40ppt_A,L-2-Aminoadipic acid,10.67,1152462,172300,0,S,Smp,40
240108_Smp_40ppt_B,L-2-Aminoadipic acid,10.65,1542637,215372,0,S,Smp,40
240108_Smp_40ppt_Blk,L-2-Aminoadipic acid,10.56,0,0,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,L-Alanine,11.33,102948824,6927654,2321882,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,L-Alanine,11.21,176264624,7526094,5793709,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,L-Alanine,10.68,298655776,26364542,5575702,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,L-Alanine,10.6,402886912,33588940,5482267,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,L-Alanine,11.27,855681664,75645840,10150233,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,L-Alanine,11.24,993591488,92728120,16303166,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,L-Alanine,11.27,738185856,71256744,23784184,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,L-Alanine,11.25,899930752,89730320,39142032,S,Std,NA
240108_Std_H2OinSynMatrix_1,L-Alanine,11.28,719305216,66382864,8838422,S,Std,NA
240108_Std_H2OinSynMatrix_2,L-Alanine,11.25,900861568,89090200,11783048,S,Std,NA
240108_Poo_Syn_Full1,L-Alanine,11.33,1077667712,107139440,10526732,S,Poo,NA
240108_Poo_Syn_Full2,L-Alanine,11.31,1120361728,115633616,14178465,S,Poo,NA
240108_Poo_Syn_Full3,L-Alanine,11.3,1314679680,137956704,23524488,S,Poo,NA
240108_Poo_Syn_Half1,L-Alanine,11.28,617572800,53253328,11817315,S,Poo,NA
240108_Poo_Syn_Half2,L-Alanine,11.27,649429120,63031512,11727031,S,Poo,NA
240108_Poo_Syn_Half3,L-Alanine,11.22,738829568,70617688,11925111,S,Poo,NA
240108_Smp_25ppt_A,L-Alanine,11.33,1040386560,97204128,18100298,S,Smp,25
240108_Smp_25ppt_B,L-Alanine,11.34,1320974592,121048856,15534979,S,Smp,25
240108_Smp_25ppt_Blk,L-Alanine,11.3,1414745,212098,819550,S,Smp,25
240108_Smp_30ppt_A,L-Alanine,11.31,995398976,101324952,10609548,S,Smp,30
240108_Smp_30ppt_B,L-Alanine,11.3,1479556096,145236704,20680638,S,Smp,30
240108_Smp_30ppt_Blk,L-Alanine,11.33,2189859,227649,1564801,S,Smp,30
240108_Smp_35ppt_A,L-Alanine,11.3,1606064000,174881168,22133318,S,Smp,35
240108_Smp_35ppt_B,L-Alanine,11.3,1443155072,150479584,22257838,S,Smp,35
240108_Smp_35ppt_Blk,L-Alanine,11.31,676096,91203,1163800,S,Smp,35
240108_Smp_40ppt_A,L-Alanine,11.33,1132531712,124870272,18391368,S,Smp,40
240108_Smp_40ppt_B,L-Alanine,11.34,1206138624,128107304,13825381,S,Smp,40
240108_Smp_40ppt_Blk,L-Alanine,11.34,5913368,334275,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,L-Arginine,17.53,26240,1192,8999,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,L-Arginine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,L-Arginine,18,253073,21464,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,L-Arginine,17.85,27636,4724,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,L-Arginine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,L-Arginine,18,24834,4117,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,L-Arginine,17.62,81820,22687,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,L-Arginine,17.89,50156,4996,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,L-Arginine,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_2,L-Arginine,NA,NA,NA,NA,S,Std,NA
240108_Poo_Syn_Full1,L-Arginine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full2,L-Arginine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full3,L-Arginine,18,26397,3917,0,S,Poo,NA
240108_Poo_Syn_Half1,L-Arginine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,L-Arginine,17.97,54800,9426,0,S,Poo,NA
240108_Poo_Syn_Half3,L-Arginine,18.06,36050,4276,0,S,Poo,NA
240108_Smp_25ppt_A,L-Arginine,18.12,45995,7149,0,S,Smp,25
240108_Smp_25ppt_B,L-Arginine,18.09,115052,7517,0,S,Smp,25
240108_Smp_25ppt_Blk,L-Arginine,18,29451,4235,0,S,Smp,25
240108_Smp_30ppt_A,L-Arginine,17.88,52704,5251,0,S,Smp,30
240108_Smp_30ppt_B,L-Arginine,18.03,71651,8652,1047,S,Smp,30
240108_Smp_30ppt_Blk,L-Arginine,NA,NA,NA,NA,S,Smp,30
240108_Smp_35ppt_A,L-Arginine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_B,L-Arginine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_Blk,L-Arginine,17.94,28972,4078,0,S,Smp,35
240108_Smp_40ppt_A,L-Arginine,17.97,13486,2753,0,S,Smp,40
240108_Smp_40ppt_B,L-Arginine,18.17,48093,3951,0,S,Smp,40
240108_Smp_40ppt_Blk,L-Arginine,17.86,27057,5604,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,"L-Arginine, 13C6, 15N4",NA,NA,NA,NA,IS,Std,NA
240108_Std_4uMStdsMix1InH2O_2,"L-Arginine, 13C6, 15N4",NA,NA,NA,NA,IS,Std,NA
240108_Std_4uMStdsMix2InH2O_1,"L-Arginine, 13C6, 15N4",NA,NA,NA,NA,IS,Std,NA
240108_Std_4uMStdsMix2InH2O_2,"L-Arginine, 13C6, 15N4",NA,NA,NA,NA,IS,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,"L-Arginine, 13C6, 15N4",19.93,148571104,4882129,0,IS,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,"L-Arginine, 13C6, 15N4",19.94,198204320,6352135,0,IS,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,"L-Arginine, 13C6, 15N4",19.98,152693888,4706443,0,IS,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,"L-Arginine, 13C6, 15N4",19.97,194198880,6100520,0,IS,Std,NA
240108_Std_H2OinSynMatrix_1,"L-Arginine, 13C6, 15N4",19.99,139307328,4373825,0,IS,Std,NA
240108_Std_H2OinSynMatrix_2,"L-Arginine, 13C6, 15N4",19.92,244051744,7085376,0,IS,Std,NA
240108_Poo_Syn_Full1,"L-Arginine, 13C6, 15N4",19.86,242617792,7078693,0,IS,Poo,NA
240108_Poo_Syn_Full2,"L-Arginine, 13C6, 15N4",19.95,244579392,7472818,0,IS,Poo,NA
240108_Poo_Syn_Full3,"L-Arginine, 13C6, 15N4",19.9,382908832,11369813,0,IS,Poo,NA
240108_Poo_Syn_Half1,"L-Arginine, 13C6, 15N4",19.93,125273976,3872694,0,IS,Poo,NA
240108_Poo_Syn_Half2,"L-Arginine, 13C6, 15N4",19.99,116140864,3716828,0,IS,Poo,NA
240108_Poo_Syn_Half3,"L-Arginine, 13C6, 15N4",19.96,184684672,5549835,0,IS,Poo,NA
240108_Smp_25ppt_A,"L-Arginine, 13C6, 15N4",19.9,291750304,8696636,0,IS,Smp,25
240108_Smp_25ppt_B,"L-Arginine, 13C6, 15N4",19.9,298769792,9039780,0,IS,Smp,25
240108_Smp_25ppt_Blk,"L-Arginine, 13C6, 15N4",19.94,268893184,8280079,0,IS,Smp,25
240108_Smp_30ppt_A,"L-Arginine, 13C6, 15N4",19.95,258504624,7775227,0,IS,Smp,30
240108_Smp_30ppt_B,"L-Arginine, 13C6, 15N4",19.89,260698048,7829815,0,IS,Smp,30
240108_Smp_30ppt_Blk,"L-Arginine, 13C6, 15N4",19.95,237286000,7071318,0,IS,Smp,30
240108_Smp_35ppt_A,"L-Arginine, 13C6, 15N4",19.89,215109568,6553067,0,IS,Smp,35
240108_Smp_35ppt_B,"L-Arginine, 13C6, 15N4",19.96,198854800,5854726,0,IS,Smp,35
240108_Smp_35ppt_Blk,"L-Arginine, 13C6, 15N4",19.91,265568016,7573320,0,IS,Smp,35
240108_Smp_40ppt_A,"L-Arginine, 13C6, 15N4",19.88,345019616,10043744,0,IS,Smp,40
240108_Smp_40ppt_B,"L-Arginine, 13C6, 15N4",19.85,337009952,9969374,0,IS,Smp,40
240108_Smp_40ppt_Blk,"L-Arginine, 13C6, 15N4",19.93,287088480,7935195,0,IS,Smp,40
240108_Std_4uMStdsMix1InH2O_1,L-Arginosuccinic acid,13.83,57319164,4963466,334424,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,L-Arginosuccinic acid,13.68,37748304,3019614,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,L-Arginosuccinic acid,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,L-Arginosuccinic acid,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,L-Arginosuccinic acid,13.67,51750444,4215742,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,L-Arginosuccinic acid,13.64,67733744,5702194,272140,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,L-Arginosuccinic acid,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,L-Arginosuccinic acid,13.59,29547,26336,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,L-Arginosuccinic acid,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_2,L-Arginosuccinic acid,NA,NA,NA,NA,S,Std,NA
240108_Poo_Syn_Full1,L-Arginosuccinic acid,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full2,L-Arginosuccinic acid,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full3,L-Arginosuccinic acid,13.68,33880,22641,0,S,Poo,NA
240108_Poo_Syn_Half1,L-Arginosuccinic acid,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,L-Arginosuccinic acid,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half3,L-Arginosuccinic acid,NA,NA,NA,NA,S,Poo,NA
240108_Smp_25ppt_A,L-Arginosuccinic acid,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_B,L-Arginosuccinic acid,13.73,107093,50101,0,S,Smp,25
240108_Smp_25ppt_Blk,L-Arginosuccinic acid,NA,NA,NA,NA,S,Smp,25
240108_Smp_30ppt_A,L-Arginosuccinic acid,13.67,30578,31132,0,S,Smp,30
240108_Smp_30ppt_B,L-Arginosuccinic acid,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_Blk,L-Arginosuccinic acid,NA,NA,NA,NA,S,Smp,30
240108_Smp_35ppt_A,L-Arginosuccinic acid,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_B,L-Arginosuccinic acid,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_Blk,L-Arginosuccinic acid,NA,NA,NA,NA,S,Smp,35
240108_Smp_40ppt_A,L-Arginosuccinic acid,13.68,170235,68443,0,S,Smp,40
240108_Smp_40ppt_B,L-Arginosuccinic acid,13.67,98550,36172,0,S,Smp,40
240108_Smp_40ppt_Blk,L-Arginosuccinic acid,NA,NA,NA,NA,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,L-Asparagine,11.76,58096924,3446297,827527,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,L-Asparagine,11.62,83456032,3862576,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,L-Asparagine,10.94,514203,38259,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,L-Asparagine,11.27,356488,47980,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,L-Asparagine,11.57,77948136,6014211,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,L-Asparagine,11.5,107772832,8497108,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,L-Asparagine,11.65,602893,90910,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,L-Asparagine,11.59,1017840,95004,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,L-Asparagine,11.56,508145,90193,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,L-Asparagine,11.42,1908685,109956,0,S,Std,NA
240108_Poo_Syn_Full1,L-Asparagine,11.6,1330321,120465,0,S,Poo,NA
240108_Poo_Syn_Full2,L-Asparagine,11.53,1277257,151995,0,S,Poo,NA
240108_Poo_Syn_Full3,L-Asparagine,11.51,1813520,167715,0,S,Poo,NA
240108_Poo_Syn_Half1,L-Asparagine,11.66,745064,79958,0,S,Poo,NA
240108_Poo_Syn_Half2,L-Asparagine,11.76,1066312,220560,0,S,Poo,NA
240108_Poo_Syn_Half3,L-Asparagine,11.53,1346387,116649,0,S,Poo,NA
240108_Smp_25ppt_A,L-Asparagine,11.69,989399,117344,0,S,Smp,25
240108_Smp_25ppt_B,L-Asparagine,11.73,904267,109337,0,S,Smp,25
240108_Smp_25ppt_Blk,L-Asparagine,11.63,468623,52130,0,S,Smp,25
240108_Smp_30ppt_A,L-Asparagine,11.59,1241319,105820,0,S,Smp,30
240108_Smp_30ppt_B,L-Asparagine,11.6,785391,77865,0,S,Smp,30
240108_Smp_30ppt_Blk,L-Asparagine,11.74,366858,54398,161589,S,Smp,30
240108_Smp_35ppt_A,L-Asparagine,11.59,2106758,267851,0,S,Smp,35
240108_Smp_35ppt_B,L-Asparagine,11.54,1630112,246840,0,S,Smp,35
240108_Smp_35ppt_Blk,L-Asparagine,11.5,908491,49562,0,S,Smp,35
240108_Smp_40ppt_A,L-Asparagine,11.59,1717655,160758,0,S,Smp,40
240108_Smp_40ppt_B,L-Asparagine,11.57,1505870,156417,0,S,Smp,40
240108_Smp_40ppt_Blk,L-Asparagine,11.27,752447,68327,253655,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,L-Aspartic acid,12.51,24603240,1956734,253589,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,L-Aspartic acid,12.51,30373454,1826928,109807,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,L-Aspartic acid,12.85,65484,18119,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,L-Aspartic acid,12.44,34319,36251,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,L-Aspartic acid,12.47,118649992,7422884,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,L-Aspartic acid,12.4,166017776,10047367,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,L-Aspartic acid,12.5,97552728,6021872,1039341,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,L-Aspartic acid,12.41,130395144,8103698,1944429,S,Std,NA
240108_Std_H2OinSynMatrix_1,L-Aspartic acid,12.45,94297704,6411983,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,L-Aspartic acid,12.43,144063808,9720368,0,S,Std,NA
240108_Poo_Syn_Full1,L-Aspartic acid,12.55,165577872,10337099,0,S,Poo,NA
240108_Poo_Syn_Full2,L-Aspartic acid,12.47,163398416,10331338,0,S,Poo,NA
240108_Poo_Syn_Full3,L-Aspartic acid,12.46,215057376,13807787,0,S,Poo,NA
240108_Poo_Syn_Half1,L-Aspartic acid,12.47,79722456,4991527,0,S,Poo,NA
240108_Poo_Syn_Half2,L-Aspartic acid,12.44,80475376,5406292,986345,S,Poo,NA
240108_Poo_Syn_Half3,L-Aspartic acid,12.43,110460496,7002305,598622,S,Poo,NA
240108_Smp_25ppt_A,L-Aspartic acid,12.52,178762944,11314099,2782537,S,Smp,25
240108_Smp_25ppt_B,L-Aspartic acid,12.57,192576288,12540642,2740663,S,Smp,25
240108_Smp_25ppt_Blk,L-Aspartic acid,12.46,200909,39468,0,S,Smp,25
240108_Smp_30ppt_A,L-Aspartic acid,12.47,103299312,6617146,0,S,Smp,30
240108_Smp_30ppt_B,L-Aspartic acid,12.47,140985056,8935171,1013606,S,Smp,30
240108_Smp_30ppt_Blk,L-Aspartic acid,12.61,215942,34484,0,S,Smp,30
240108_Smp_35ppt_A,L-Aspartic acid,12.45,161502560,10004323,0,S,Smp,35
240108_Smp_35ppt_B,L-Aspartic acid,12.45,154331888,9466688,0,S,Smp,35
240108_Smp_35ppt_Blk,L-Aspartic acid,12.41,179108,31664,0,S,Smp,35
240108_Smp_40ppt_A,L-Aspartic acid,12.51,263689728,17091254,0,S,Smp,40
240108_Smp_40ppt_B,L-Aspartic acid,12.51,284419392,17955454,0,S,Smp,40
240108_Smp_40ppt_Blk,L-Aspartic acid,12.47,414642,53528,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,L-Cystathionine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,L-Cystathionine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,L-Cystathionine,13.4,53416072,2263412,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,L-Cystathionine,13.7,23212476,714409,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,L-Cystathionine,12.71,29329,23136,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,L-Cystathionine,12.8,25166,16468,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,L-Cystathionine,13.7,19811712,603437,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,L-Cystathionine,13.7,23900752,672742,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,L-Cystathionine,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_2,L-Cystathionine,NA,NA,NA,NA,S,Std,NA
240108_Poo_Syn_Full1,L-Cystathionine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full2,L-Cystathionine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full3,L-Cystathionine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half1,L-Cystathionine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,L-Cystathionine,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half3,L-Cystathionine,NA,NA,NA,NA,S,Poo,NA
240108_Smp_25ppt_A,L-Cystathionine,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_B,L-Cystathionine,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_Blk,L-Cystathionine,NA,NA,NA,NA,S,Smp,25
240108_Smp_30ppt_A,L-Cystathionine,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_B,L-Cystathionine,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_Blk,L-Cystathionine,NA,NA,NA,NA,S,Smp,30
240108_Smp_35ppt_A,L-Cystathionine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_B,L-Cystathionine,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_Blk,L-Cystathionine,NA,NA,NA,NA,S,Smp,35
240108_Smp_40ppt_A,L-Cystathionine,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_B,L-Cystathionine,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_Blk,L-Cystathionine,NA,NA,NA,NA,S,Smp,40
